ID;post_author;post_date;post_date_gmt;post_content;post_title;post_excerpt;post_status;comment_status;ping_status;post_password;post_name;to_ping;pinged;post_modified;post_modified_gmt;post_content_filtered;post_parent;guid;menu_order;post_type;post_mime_type;comment_count
63;1;2012-12-09 18:59:29;2012-12-09 17:59:29;"<h3>Zertifikate und Zeugnisse</h3>
Aktuelle Zeugnisse und Zertifikate findest du in einer Datei mit dem Namen ""Attachments"" meinem Github-Repository <a href=""https://github.com/TheRojam/application"">application</a>.
<h3>Programmierungen, Übersetzungen, Anpassungen</h3>
<ul>
 	<li><a title=""eDegree° bei Google Drive herunterladen"" href=""http://https://docs.google.com/open?id=0B3DDCmiW_B8HUmV2RDBUZGx2REk"" target=""_blank"" rel=""noopener"">deutsche Übersetzung</a> des WordPress-Themes ""eDgree°"" von <a title=""Top Blog Formular"" href=""http://www.topblogformula.com/"" target=""_blank"" rel=""noopener"">Top Blog Formular</a></li>
 	<li>deutsche Übersetzung des WordPress-Themes ""Two Turn Tables"" von <a title=""Gomvents Corp. E-Business Consulting"" href=""http://www.gomvents.com"" target=""_blank"" rel=""noopener"">Gomvents</a></li>
</ul>";Downloads;"";publish;open;closed;"";downloads;"";"";2017-10-21 19:26:53;2017-10-21 17:26:53;"";7022;http://am-news.eu/?page_id=63;2;page;"";0
71;1;2012-12-09 19:06:57;2012-12-09 17:06:57;"";Blog;"";publish;open;closed;"";blog;"";"";2012-12-09 19:06:57;2012-12-09 17:06:57;"";0;http://am-news.eu/?page_id=71;1;page;"";0
73;1;2012-12-09 19:09:15;2012-12-09 17:09:15;"<h1><strong>Hallo!</strong></h1>
Und willkommen, auf der Internetseite von Anton Müller. Hier findest Du meinen Blog, Referenzen (Webentwicklung), aber auch meinen Lebenslauf.  Möglicherweise erscheint diese Seite etwas veraltet, aber schau Dich trotzdem um! Ich arbeite schließlich rund um die Uhr an dieser Seite bzw. schreibe Artikel. Früher gab es hier auch ein paar Tweets, aber daran arbeite ich noch. Alte Artikel meines alten Blogs habe ich hier auch weiterhin.

Bei Fragen kann man mich über die Kontaktseite per Mail erreichen oder einfach per Twitter <strong><a href=""https://twitter.com/therojam"">@therojam</a></strong>!

&nbsp;

<strong>Wenn Sie diese Website in meinem Lebenslauf gefunden haben:</strong>

<em>An dieser Stelle möchte ich mich für die Benutzung informaler Sprache entschuldigen. Es dient der vereinfachten Kommunikation. Vielen Dank für Ihr Verständnis.
</em>

Hier finden sich auch einige <strong><a title=""Downloads"" href=""http://am-news.eu/zertifkate-und-zeugnisse/"">Downloads</a></strong> von und über mich.";Willkommen;"";publish;closed;open;"";wilkommen;"";"";2017-08-23 12:30:34;2017-08-23 10:30:34;"";0;http://am-news.eu/?page_id=73;0;page;"";0
80;1;2012-12-09 20:19:16;2012-12-09 18:19:16;"<h4>Websites</h4>
Im Folgenden findest du Websites, an denen ich mit gewirkt habe oder ich diese erstellt habe, das heißt das Design in HTML/CSS umgesetzt. Meist basieren diese Websites auf dem CMS WordPress.
<table>
<tbody>
<tr>
<th style=""text-align: center;"">Name</th>
<th style=""text-align: center;"">Adresse</th>
</tr>
<tr>
<td>Amandaras Shop</td>
<td><a href=""http://amandaras-shop.de"" target=""_blank"" rel=""noopener"">amandaras-shop.de</a></td>
</tr>
<tr>
<td>PC-Tipps für jedermann</td>
<td><a href=""http://sebastian-engert.de"" target=""_blank"" rel=""noopener"">sebastian-engert.de</a></td>
</tr>
<tr>
<td>Dachdecker Pfüller</td>
<td><a href=""https://dach-pfueller.de"">dach-pfueller.de</a></td>
</tr>
<tr>
<td>KiG - Azubis (Originalseite ist offline)</td>
<td><a href=""http://kig.menet-studios.de"" target=""_blank"" rel=""noopener"">kig.menet-studios.de</a></td>
</tr>
</tbody>
</table>
Teilweise habe ich auch die WordPress - Themes aus dem Englischen ins Deutsche übersetzt, um eine einwandfreie deutsche Website anbieten zu können. (Eigene Seite und von Sebastian Engert)
<h4>PHP &amp; HTML/CSS -Projekte</h4>
<i>Quellcode zu vielen Projekten finden Sie bei <a href=""https://guthub.com/therojam"" target=""_blank"" rel=""noopener"">Github</a> - falls Sie ein Projekt näher interessiert können Sie dies bei mir anfragen</i>
<ul>
 	<li>Projekt <i>Kolibri</i> - PSD2HTML/CSS</li>
 	<li>Projekt <i>TraumLegion</i></li>
 	<li>Projekt <i><a href=""https://github.com/amNews/maintenance"" target=""_blank"" rel=""noopener"">maintenance</a></i> — Design und Umsetzung aus eigenem ""Hirnschmalz"" - dieses Projekt wird auch eingesetzt.</li>
 	<li>Projekt <i><a href=""https://github.com/amNews/team"" target=""_blank"" rel=""noopener"">Team</a></i> — war angedacht als Online-Personalplanungstool (Mitarbeiterverwaltung inkl..) für eine kleine Handelskette mit Online-Shop. Da dies eines meiner ersten PHP-Projekte war habe den DatePicker aus dem Internet genommen.</li>
</ul>";Referenzen;"";publish;closed;closed;"";referenzen;"";"";2017-10-28 18:08:01;2017-10-28 16:08:01;"";0;http://am-news.eu/?page_id=80;2;page;"";0
191;1;2012-12-12 15:12:24;2012-12-12 13:12:24;"";A822DYNCYAApxYI;"";inherit;open;open;"";a822dyncyaapxyi;"";"";2017-07-17 12:37:44;2017-07-17 10:37:44;"";0;http://am-news.local/wp-content/uploads/2012/12/A822DYNCYAApxYI.jpg;0;attachment;image/jpeg;0
194;1;2012-12-12 15:12:25;2012-12-12 13:12:25;"";A9xs9uBCcAATBKA;"";inherit;open;open;"";a9xs9ubccaatbka;"";"";2017-07-17 12:36:11;2017-07-17 10:36:11;"";0;http://am-news.local/wp-content/uploads/2012/12/A9xs9uBCcAATBKA.jpg;0;attachment;image/jpeg;0
226;1;2012-12-14 15:43:17;2012-12-14 13:43:17;"";A-FEs7BCQAESMzM;"";inherit;open;open;"";a-fes7bcqaesmzm;"";"";2017-07-17 12:36:08;2017-07-17 10:36:08;"";0;http://am-news.local/wp-content/uploads/2012/12/A-FEs7BCQAESMzM.png;0;attachment;image/png;0
229;1;2012-12-14 16:35:58;2012-12-14 14:35:58;"Bis heute hatte ich meinem Blog das Problem, das auf meiner Blog-Seite die Sidebar verschoben war und unter den letzten sichtbaren Artikel gerutscht war.<!--more-->

<a href=""http://am-news.eu/wordpress-problem-und-die-denkbar-einfachste-losung/bla/"" rel=""attachment wp-att-230""><img class=""alignnone size-medium wp-image-230"" alt=""WP-Fehler"" src=""http://am-news.eu/wp-content/uploads/2012/12/bla-300x202.png"" width=""300"" height=""202"" /></a>

&nbsp;

Wie im Bild sichtbar, war es.

Das war natürlich für mich sehr ""unperfekt"" - somit suchte um meine Website weiter zu verbessern nach einer Lösung. Erst dachte es sei einfach ein CSS-Fehler. Aber weit gefehlt.

Durch irgendeinen Fehler im WordPress-Template war es entstanden. Denke ich zumindest.

Da ich aber einen Artikel so oder so mit einem ""Weiterlesen""-Button ausstatten wollte, dachte ich mir tun wir das jetzt einfach mal. Und schon war der ""Design-Fehler"" weg und zwei weitere Artikel waren nun sichtbar. Diese waren vorher, durch den Fehler bedingt, nicht auf der Blog-Seite nicht sichtbar. Außerdem verschob sich die Sidebar wieder an Ihren angestammten Platz zurück und das Problem war aus der Welt.

<strong>Fazit</strong>: Machmal führen kleine und einfache Änderungen zu großartigen Lösungen.";WordPress - Problem und die denkbar einfachste Lösung;"";publish;open;open;"";wordpress-problem-und-die-denkbar-einfachste-losung;"";"";2012-12-14 16:35:58;2012-12-14 14:35:58;"";0;http://am-news.eu/?p=229;0;post;"";0
230;1;2012-12-14 16:26:10;2012-12-14 14:26:10;"";WP-Fehler;"";inherit;open;open;"";bla;"";"";2017-07-17 12:36:07;2017-07-17 10:36:07;"";229;http://am-news.local/wp-content/uploads/2012/12/bla.png;0;attachment;image/png;0
236;1;2012-12-14 16:47:11;2012-12-14 15:47:11;"Hier kannst du mir eine Mail  über mein Kontaktormular schreiben.

Falls du lieber dein eigenes  Mailprogramm nutzen möchtest,
schreibe einfach an <a title=""anton@am-news.eu"" href=""mailto:anton@am-news.eu"">anton@am-news.eu</a> eine Mail.

[contact-form-7 id=""338"" title=""Kontaktformular 1""]";Kontakt;"";publish;closed;closed;"";kontakt;"";"";2017-05-21 13:45:01;2017-05-21 11:45:01;"";10;http://am-news.eu/?page_id=236;2;page;"";0
242;1;2012-12-14 17:10:28;2012-12-14 15:10:28;"Meine Website habe ich nun auch mit einer Fanpage ausgestattet, da ich nicht mit jedem Leser/Besucher befreundet sein kann und vielleicht auch gar nicht möchte.

Es ist ein Klick und man erfährt immer post scriptum von ""meinen News"".

Einfach auf <a href=""http://facebook.com/amnewseu"">http://facebook.com/amnewseu</a> gehen und liken ;)";am-news.eu hat nun auch eine Facebook - Fanpage;"";publish;open;open;"";am-news-eu-hat-facebook-fanpage;"";"";2012-12-14 17:10:28;2012-12-14 15:10:28;"";0;http://am-news.eu/?p=242;0;post;"";0
285;1;2012-12-17 00:08:24;2012-12-16 22:08:24;"";A-RFe8_CQAAiQtP;"";inherit;open;open;"";a-rfe8_cqaaiqtp;"";"";2012-12-17 00:08:24;2012-12-16 22:08:24;"";0;http://am-news.local/wp-content/uploads/2012/12/A-RFe8_CQAAiQtP.jpg;0;attachment;image/jpeg;0
328;1;2012-12-20 12:24:02;2012-12-20 10:24:02;"Irgendwann habe ich mal auf Facebook angefangen verschiedenen Aussagen zusammeln, die mich entweder zum Nachdenken gebracht haben oder irgendwas hatten und immer noch haben. Zum einen sind sie beschreibend, zum anderen denke ich, dass man nun auch Veränderung sieht.

Diese Zitate möchte ich nun hier an einer zentralen Stelle auflisten und nach und nach ergänzen/erweitern.

<em>Er wird einmal die Welt verändern.</em>
[2007, Anonymus, weiblich]

<em>Selbstvertrauen zum Weglaufen.</em>
[2009, Anonymus, weiblich]

<em>Wir sind uns bei dir nicht so sicher.</em>
[2010, Anonymus, weiblich]

<em>Crem dich doch deshalb nicht.</em>
[2010, Anonymus, männlich] -&gt; Es sollte eig. heißen ""Gräm dich nicht so""

<em>Multumesc, aber i ma total stressed in the moment with 2 groups here in my rooms!</em>
[2010, Sachsenmaier, männlich, Es ist einfach nur Hammer 3 Sprachen in einem einzigen Satz!]
Der Bauer zu seiner Frau:"" Reit das Pferd und nicht die fette Sau"" [2010, M. T., einen Satz mit allen Wortarten vesuchen zubauen in Deutsch]

<em>""Ich fragte mich: Warum hat Anton mich gefragt, ob ich diese Arbeitsblätter selber gemacht habe""</em>
[2010, A. B.] Anm. Mittlerweile weis die nette Frau das ja.

""<em>Anton, wenn Sie einer jungen Dame übertrieben erzählen, wie toll Sie sind ist das Reklame.
Wenn Sie ihr aber sagen wie toll sie ist, ist es Werbung.
Und wenn ein Kumpel von Ihnen postiv erzählt und sagt was Sie gut können, ist das Öffentlichkeitsarbeit also PR</em>""
[2012, Hr. Geib - Marketing]

<em>""Manchmal trifft man wirtschaftliche Entscheidungen, gegen das Herz und die Leidenschaft, weil es das ist was einen Unternehmer kennzeichnet...""</em>
[2012-J. Niele]

<em>""Arbeiten ist eine Arte Hobby oder Lebensstil^^""</em>
[2012- S. Stichert's Definition von Arbeit]

<em>""Ich will den Leuten gute Musik zeigen, ihnen einen guten Musikgeschmack anerziehen!""</em>
[2012-Djane Tussenmafia mit Bildunsauftrag]

<em>""ha, wenn die Welt gross waer, wuerdet ihr euch nich kennen, Bumm"" </em>
[2013 - Muse Lisa über die Aussage von mir ""Die Welt ist klein - Magdeburg ist klein""]

<em>""Software is like sex. Its better when its free!"" </em>
[Linux Torvalds - ist u.a. auch die bekannteste Aussage von ihm.]

<em>wer nicht kotzt feiert nicht am Limit</em>
[@tweetlesslizz ;)]
<em>""Irgendwer atmet ins Wiki""</em>
[Sebastian Engert]";Lieblingszitate;"";publish;open;open;"";lieblingszitate;"";"";2012-12-20 12:24:02;2012-12-20 10:24:02;"";5;http://am-news.eu/?page_id=328;2;page;"";0
367;1;2012-12-23 03:30:52;2012-12-23 01:30:52;"";A-w0BzXCMAAyk9w;"";inherit;open;open;"";a-w0bzxcmaayk9w;"";"";2012-12-23 03:30:52;2012-12-23 01:30:52;"";0;http://am-news.local/wp-content/uploads/2012/12/A-w0BzXCMAAyk9w.jpg;0;attachment;image/jpeg;0
421;1;2013-01-06 15:57:15;2013-01-06 13:57:15;"";A_7f8bGCAAAo8UW;"";inherit;open;open;"";a_7f8bgcaaao8uw;"";"";2013-01-06 15:57:15;2013-01-06 13:57:15;"";0;http://am-news.local/wp-content/uploads/2013/01/A_7f8bGCAAAo8UW.jpg;0;attachment;image/jpeg;0
426;1;2013-01-06 20:27:25;0000-00-00 00:00:00;"Mittlerweile ist 2013, die Welt ist nicht untergegangen.

Yeah WIR haben die Maya überlebt ;)";"Neues Jahr und ""Vorsätze""";"";draft;open;open;"";"";"";"";2013-01-06 20:27:25;0000-00-00 00:00:00;"";0;http://am-news.eu/?p=426;0;post;"";0
429;1;2013-01-08 02:12:37;2013-01-08 00:12:37;"Die <a title=""Alena's Facebookprofil"" href=""https://www.facebook.com/alenamichaela.weyer"" target=""_blank"">Alena</a> hat mich über Facebook angeschrieben und verkauft gerade einige Gegenstände.

Hier hab ich sie mal ordentlich und sauber aufgelistet:
<ul>
	<li>Kühlschrank,</li>
	<li>Wii Board mit Wii Fit,</li>
	<li>Wii Wintersport,</li>
	<li>Felgen,</li>
	<li>Wohnzimmertisch,</li>
	<li>Decke 220 x 240 cm mit 2x Bettwäsche,</li>
	<li>Mikrowelle,</li>
	<li>ein Hochstuhl.</li>
</ul>
Da Ihr Freund seine Wohnung bis zum Donnerstag dieser Woche leer geräumt haben muss, möchte sie diese Dinge so schnell wie möglich los werden.

Wenn Ihr Fragen habt, könnt ihr sie über <a title=""Alena's Facebookprofil"" href=""https://www.facebook.com/alenamichaela.weyer"" target=""_blank"">Facebook</a> erreichen. Einfach auf die Links klicken!";Brauchst du was - kriegste was! Alena's Sachen müssen weg;"";publish;open;open;"";brauchst-du-was-kriegste-was-alenas-sachen-mussen-weg;"";"";2013-01-08 02:12:37;2013-01-08 00:12:37;"";0;http://am-news.eu/?p=429;0;post;"";0
435;1;2013-01-08 03:11:58;2013-01-08 01:11:58;"Heute möchte ich eine kleine Reihe mit Beiträgen beginnen, in denen ich die Blogs von Bekannten/Freunden oder einfach lesenswerte Blogs vorstellen möchte.

Den Anfang mache ich mit einem Blog, in dem leider relativ selten Artikel erscheinen. Dafür sind die Artikel jedes Mal sehr lesenswert und hoch aktuell.<!--more-->

Wie einige von euch wissen oder schon hier auf der <a title=""Über Anton"" href=""http://am-news.eu/uber-anton/"">Über Anton</a>-Seite gelesen haben bin ich ein wenig bewandert in Volkswirtschaftslehre.

Ein guter Bekannter (Christian Metzeler) hat VWL studiert und hat mittlerweile seine eigene Firma <a title=""webvariants.de"" href=""http://webvariants.de"" target=""_blank"">webvariants</a>. Außerdem schreibt <a title=""Chris bei Google +"" href=""https://plus.google.com/u/0/110102812067173388733"">Chris</a> auch ab und zu mal für seinen Blog unter <a href=""http://verantwortung.org"" target=""_blank"">verantwortung.org</a> zu verschiedenen aktuellen wirtschaftlichen und politischen Themen.

Beispielsweise erklärt hat er die deutsche Wirtschaftspolitik mit einem Zitat gut erklärt und verdeutlicht.
-&gt; <a href=""http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html"">http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html</a>

Er schreibt satirische Beiträge ""Warum Deutschland einen Flugzeugträger braucht"" in denen gute Rhetorik beweist
-&gt; <a href=""http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html"">http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html</a>

&nbsp;";"[Blogvorstellung] ""verantwortung.org"" von Ch. Metzeler";"";publish;open;open;"";blogvorstellung-verantwortung-org-von-ch-metzeler;"";"";2013-01-08 03:11:58;2013-01-08 01:11:58;"";0;http://am-news.eu/?p=435;0;post;"";0
477;1;2013-01-12 02:41:04;2013-01-12 00:41:04;"";BAXj64ECMAEOKY2;"";inherit;open;open;"";baxj64ecmaeoky2;"";"";2017-07-17 12:36:06;2017-07-17 10:36:06;"";0;http://am-news.local/wp-content/uploads/2013/01/BAXj64ECMAEOKY2.jpg;0;attachment;image/jpeg;0
479;1;2013-01-12 16:15:39;2013-01-12 14:15:39;"";BAajzteCAAAOdJ1;"";inherit;open;open;"";baajztecaaaodj1;"";"";2013-01-12 16:15:39;2013-01-12 14:15:39;"";0;http://am-news.local/wp-content/uploads/2013/01/BAajzteCAAAOdJ1.jpg;0;attachment;image/jpeg;0
481;1;2013-01-12 17:40:08;2013-01-12 15:40:08;"";BAa02j3CQAA54aL;"";inherit;open;open;"";baa02j3cqaa54al;"";"";2017-07-17 12:36:02;2017-07-17 10:36:02;"";0;http://am-news.local/wp-content/uploads/2013/01/BAa02j3CQAA54aL.jpg;0;attachment;image/jpeg;0
504;1;2013-01-16 02:10:57;0000-00-00 00:00:00;"In der Reihe <a title=""Blogvorstellung"" href=""http://am-news.eu/category/blogvorstellung/"">[Blogvorstellung]</a> geht es heute weiter mit einem sehr bekannten Blog.

Es geht um netzpolitik.org unter der Leitung von <a href=""http://beckedahl.org/"" target=""_blank"">Markus Beckedahl</a>.

Wie einige von euch wissen oder schon hier auf der <a title=""Über Anton"" href=""http://am-news.eu/uber-anton/"">Über Anton</a>-Seite gelesen haben bin ich ein wenig bewandert in Volkswirtschaftslehre.

Ein guter Bekannter (Christian Metzeler) hat VWL studiert und hat mittlerweile seine eigene Firma <a title=""webvariants.de"" href=""http://webvariants.de"" target=""_blank"">webvariants</a>. Außerdem schreibt <a title=""Chris bei Google +"" href=""https://plus.google.com/u/0/110102812067173388733"">Chris</a> auch ab und zu mal für seinen Blog unter <a href=""http://verantwortung.org"" target=""_blank"">verantwortung.org</a> zu verschiedenen aktuellen wirtschaftlichen und politischen Themen.

Beispielsweise erklärt hat er die deutsche Wirtschaftspolitik mit einem Zitat gut erklärt und verdeutlicht.
-&gt; <a href=""http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html"">http://www.verantwortung.org/2012/06/liberale-wirtschaftspolitik-ganz.html</a>

Er schreibt satirische Beiträge ""Warum Deutschland einen Flugzeugträger braucht"" in denen gute Rhetorik beweist
-&gt; <a href=""http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html"">http://www.verantwortung.org/2012/05/warum-die-bundesrepublik-einen.html</a>

&nbsp;";"[Blogvorstellung] ""netzpolitik.org"" von Ch. Metzeler";"";draft;open;open;"";"";"";"";2013-01-16 02:10:57;0000-00-00 00:00:00;"";0;http://am-news.eu/?p=504;0;post;"";0
506;1;2013-01-16 16:29:51;2013-01-16 14:29:51;"Christoph und ich haben entschieden einige Sachen unserer WG zu verkaufen, die nicht mehr benötigt werden.

<strong>[update]</strong>
MIttlerweile habe wir schon das Bett und den Wäschestände verkaufen können. Doch leider nicht wirklich alles. Deshalb hab ich diesen Artikel noch mal aktualisiert.
<strong>[/update]</strong>

Hier für habe ich bei ebay - Kleinanzeigen jeweils eine Anzeige pro Artikel erstell und die Links habe ich im folgenden für euch noch mal aufgelistet.

Alle Preise sind selbstverständlich Verhandlungsbasis.
<table>
<tbody>
<tr>
<td><strong><a title=""ebay-Kleinanzeige"" href=""http://kleinanzeigen.ebay.de/anzeigen/s-anzeige/einfacher-schwarzer-kleiderschrank-in-top-zustand/96328767-81-2228"">schwarzer Kleiderschrank</a></strong></td>
<td>25 €</td>
</tr>
<tr>
<td><strong><a title=""ebay-Kleinanzeige"" href=""http://kleinanzeigen.ebay.de/anzeigen/s-anzeige/studentenwaschmaschine-in-super-zustand/96329737-176-2228"">Studentenwaschmaschine</a></strong></td>
<td>40 €</td>
</tr>
</tbody>
</table>
<strong>[update]</strong>
Außerdem haben wir noch 2 Fernseher im Angebot. <span style=""color: #ff6600;"">Die Funktionsfähigkeit haben wir nicht überprüft. Wir würden die Fernseher für jeweils 20 € verkauft.</span>
<strong>[/update]</strong>

<strong></strong>
Bei Interesse kannst du mich unter 0391/6960885 oder 0391/6960886 erreichen.";"[Update] Alles muss raus! ""Beste WG ever"" verkauft was";"";publish;open;open;"";alles-muss-raus;"";"";2013-01-16 16:29:51;2013-01-16 14:29:51;"";0;http://am-news.eu/?p=506;0;post;"";0
525;1;2013-01-18 16:06:56;2013-01-18 14:06:56;"Derzeit bin ich mal wieder auf Jobsuche.
Da das Projekt in dem ich arbeite, leider zum 30.04 gekündigt wurde, suche ich jetzt nach einer neuen Möglichkeit mich ein wenig zu verwirklichen. <!--more-->

Am besten ist es sich meinen Lebenslauf, sowie einige andere wichtige Dokumente aus der <a title=""Downloads"" href=""http://am-news.eu/downloads/"">Downloadarea</a> runterzuladen.

Außerdem kannst man sich dort oder auch in den <a title=""Referenzen"" href=""http://am-news.eu/referenzen/"">Referenzen</a> ein Bild über meine nachfolgend ausgelisteten Fähigkeiten machen.

Hier eine lose Auflistung meiner Fähigkeiten/Wissen:
<ul>
	<li><span style=""line-height: 13px;"">Betriebswirtschaftlehre</span></li>
	<li>Volkswirtschaftslehre</li>
	<li>Personalwesen</li>
	<li>Marketing</li>
	<li>HTML/CSS  - PSD2HTML</li>
	<li>JavaScript (jQuery)</li>
	<li>PHP</li>
	<li>WordPress - Templating</li>
	<li>Joomla</li>
	<li><a href=""http://typo3.org/"">Typo3</a></li>
	<li><a title=""Sally CMS"" href=""http://www.sallycms.de/"">Sally</a></li>
	<li>Delphi</li>
	<li><a title=""ECDL"" href=""https://docs.google.com/open?id=0B3DDCmiW_B8HbzhIeHBoUUI3N1U"">ECDL</a></li>
	<li>Windows Desktop (XP - 7)</li>
	<li>Windows Server (2003 R2 -2008 R2) inkl. Active Directory, Group Policies</li>
	<li>Exchange 2003</li>
	<li>Windows SBS 2003/2008</li>
	<li><a title=""MS ISA"" href=""http://de.wikipedia.org/wiki/Microsoft_Internet_Security_and_Acceleration_Server"">Microsoft ISA</a> 2003</li>
	<li>Linux (Debian, Fedora, Archlinux) - WebServer, FTP, Mail, Samba</li>
	<li>Office 2002, 2003 , 2007, 2010  - <em>Word (fortgeschritten), Excel (fortgeschritten),  PowerPoint,  Outlook, Access, Visio, Project</em></li>
	<li>Englisch</li>
	<li>Französisch</li>
	<li>Social Media (Facebookfanpages, Twitter)</li>
	<li>InDesign</li>
	<li>Layout</li>
	<li>Callcentererfahrung Outbound - Marktforschung</li>
	<li>POS - Befragung</li>
	<li>Service Desk / Userhelpdesk / Hotline zu MS Betriebssystemen &amp; Office Outlook 2010/ Lync 2010</li>
</ul>
Falls noch Fragen bestehen - einfach über das <a title=""Kontakt"" href=""http://am-news.eu/kontakt/"">Kontaktformular</a> eine Mail schreiben, mich per <a title=""Skype: Anton Müller"" href=""callto:anton.mueller91"">Skype</a> [skype-status] oder unter <a href=""callto:+491783360617"">01783360617</a> kontaktieren. Oder über die üblichen SocialMediaKanäle.";Jobsuche;"";publish;open;open;"";job;"";"";2013-01-18 16:06:56;2013-01-18 14:06:56;"";0;http://am-news.eu/?p=525;0;post;"";0
555;1;2013-01-24 13:22:28;2013-01-24 11:22:28;"";BBUanG-CUAIB6fg;"";inherit;open;open;"";bbuang-cuaib6fg;"";"";2017-07-17 12:35:59;2017-07-17 10:35:59;"";0;http://am-news.local/wp-content/uploads/2013/01/BBUanG-CUAIB6fg.jpg;0;attachment;image/jpeg;0
638;1;2013-02-09 05:23:29;2013-02-09 03:23:29;"";BCmy8ZkCYAI-YYN;"";inherit;open;open;"";bcmy8zkcyai-yyn;"";"";2017-07-17 12:35:50;2017-07-17 10:35:50;"";0;http://am-news.local/wp-content/uploads/2013/02/BCmy8ZkCYAI-YYN.jpg;0;attachment;image/jpeg;0
654;1;2013-02-11 20:53:55;2013-02-11 18:53:55;"";BC2CN36CEAAX2_b;"";inherit;open;open;"";bc2cn36ceaax2_b;"";"";2017-07-17 12:35:51;2017-07-17 10:35:51;"";0;http://am-news.local/wp-content/uploads/2013/02/BC2CN36CEAAX2_b.jpg;0;attachment;image/jpeg;0
656;1;2013-02-11 20:53:56;2013-02-11 18:53:56;"";BC2AeK6CIAEpK_R;"";inherit;open;open;"";bc2aek6ciaepk_r;"";"";2017-07-17 12:35:52;2017-07-17 10:35:52;"";0;http://am-news.local/wp-content/uploads/2013/02/BC2AeK6CIAEpK_R.jpg;0;attachment;image/jpeg;0
779;1;2013-02-25 10:12:02;2013-02-25 08:12:02;"";BD7v6QWCQAAdEhp;"";inherit;open;open;"";bd7v6qwcqaadehp;"";"";2017-07-17 12:35:52;2017-07-17 10:35:52;"";0;http://am-news.local/wp-content/uploads/2013/02/BD7v6QWCQAAdEhp.jpg;0;attachment;image/jpeg;0
784;1;2013-02-25 14:17:46;2013-02-25 12:17:46;"";BD8uu1ACAAAuRPd;"";inherit;open;open;"";bd8uu1acaaaurpd;"";"";2017-07-17 12:35:53;2017-07-17 10:35:53;"";0;http://am-news.local/wp-content/uploads/2013/02/BD8uu1ACAAAuRPd.jpg;0;attachment;image/jpeg;0
823;1;2013-03-08 11:33:19;2013-03-08 09:33:19;"In der letzten Zeit ist hier ja leider nur wenig passiert... Leider, aber es gab auch nicht  wirklich etwas zu berichten.  Seit dem heutigen Tag, der letzten Nacht schon ;)

Nicht hat sich offline was getan bei mir. Ich habe nen Job und beginne in einer Wochen oder die WG-Küche wurde teilweise in ein schönes Maigrün getaucht wurden. In meinem Job werde ich Menschen beim Umstieg von <a title=""Mehr zu Lotus Notes auf WIkipedia"" href=""http://de.wikipedia.org/wiki/Lotus_Notes"" target=""_blank"">Lotus Notes</a> auf <a title=""Mehr zu MS Outlook auf Wikipedia"" href=""http://de.wikipedia.org/wiki/Microsoft_Outlook"" target=""_blank"">Microsoft Outlook</a> telefonisch helfen. Da ich schon CallCenter-Erfahrung hab, wird es ein leichtes sein mit IT zu verbinden.  <a title=""[Update] Alles muss raus! “Beste WG ever” verkauft was"" href=""http://am-news.eu/alles-muss-raus/"" target=""_blank"">Aber wir haben auch immer noch etwas zu verkaufen</a>.

Sondern Facebook macht mal wieder ein Facelifting, also auch Online. Nämlich der Newsfeed wird endlich mal ""aufgeräumt"".

Mehr dazu hier:

<iframe src=""http://www.youtube.com/embed/_PW54Sm99ck"" height=""315"" width=""560"" allowfullscreen="""" frameborder=""0""></iframe>

Ich finde das gut, das somit endlich mal die UI von Facebook verbessert wurde und benutzerfreundlicher gestalltet wurde ;)";Wie unsere Küche so auch Facebook;"";publish;open;open;"";kuche-so-auch-facebook;"";"";2013-03-08 11:33:19;2013-03-08 09:33:19;"";0;http://am-news.eu/?p=823;0;post;"";0
931;1;2013-03-22 16:05:45;2013-03-22 14:05:45;"";BF1R6-cCMAER7zd;"";inherit;open;open;"";bf1r6-ccmaer7zd;"";"";2017-07-17 12:35:54;2017-07-17 10:35:54;"";0;http://am-news.local/wp-content/uploads/2013/03/BF1R6-cCMAER7zd.jpg;0;attachment;image/jpeg;0
1053;1;2013-04-14 12:21:20;2013-04-14 10:21:20;"";BHzc0GxCAAA3Min;"";inherit;open;open;"";bhzc0gxcaaa3min;"";"";2017-07-17 12:35:55;2017-07-17 10:35:55;"";0;http://am-news.local/wp-content/uploads/2013/04/BHzc0GxCAAA3Min.jpg;0;attachment;image/jpeg;0
1057;1;2013-04-14 16:39:29;2013-04-14 14:39:29;"";BHo7fh-CUAA5J88;"";inherit;open;open;"";bho7fh-cuaa5j88;"";"";2017-07-17 12:35:56;2017-07-17 10:35:56;"";0;http://am-news.local/wp-content/uploads/2013/04/BHo7fh-CUAA5J88.jpg;0;attachment;image/jpeg;0
